User_ID,Age,Gender,Daily_Usage_Hours,Weekly_Usage_Hours,Platform,Engagement_Level,Addiction_Score,Usage_Type,Device_Used,Content_Type,Posts_Per_Week,Likes_Per_Week,Shares_Per_Week,Comments_Per_Week,Mental_Health_Impact,Geographic_Region,Account_Age_Years,Followers_Count,Followed_Accounts,Time_of_Day,Internet_Type,Battery_Usage_Per_Day,Sleep_Hours
3047,13,Other,1.61,68.82,Twitter,Low,2.6,Active,PC,Video,19,115,68,199,Positive,North America,4,3094,934,Morning,WiFi,93.56,4.9
3048,36,Male,1.53,56.49,Instagram,High,4.5,Active,Smartphone,Image,29,61,13,180,Positive,Africa,2,8864,1610,Evening,Broadband,31.45,7.7
3049,54,Female,5.16,63.49,Facebook,Low,1.2,Active,PC,Image,15,389,72,130,Positive,Asia,14,9069,1940,Night,Mobile Data,6.7,4.0
3050,35,Male,6.15,16.0,Snapchat,High,9.2,Active,Smartphone,Video,8,112,83,90,Neutral,Europe,13,5792,676,Morning,Mobile Data,53.5,7.6
3051,36,Other,6.24,28.49,Instagram,High,8.3,Active,Tablet,Mixed,11,234,18,90,Neutral,Africa,10,1299,1428,Morning,Broadband,36.23,8.5
3052,21,Female,5.97,54.85,TikTok,Low,8.7,Active,Smartphone,Video,2,36,60,118,Positive,South America,11,7279,616,Evening,WiFi,9.15,6.7
3053,15,Other,3.73,23.42,Snapchat,Medium,1.1,Passive,Tablet,Image,25,426,61,125,Negative,North America,4,4705,206,Morning,Broadband,5.74,4.8
3054,31,Female,0.69,13.9,Snapchat,Low,7.3,Active,PC,Mixed,0,204,52,181,Neutral,South America,12,7115,1790,Night,Mobile Data,5.95,4.7
3055,16,Other,1.21,67.53,Twitter,Low,9.4,Passive,PC,Text,28,392,38,67,Negative,Europe,11,8207,1589,Evening,WiFi,6.73,3.5
3056,50,Male,1.05,64.8,Snapchat,High,6.4,Active,Tablet,Text,0,291,65,65,Positive,Africa,12,9023,1180,Evening,WiFi,80.21,6.6
3057,63,Other,9.28,28.55,Instagram,High,6.6,Passive,Smartphone,Mixed,6,288,29,34,Positive,Africa,3,2499,1554,Afternoon,Mobile Data,39.81,9.8
3058,27,Female,6.97,51.83,Twitter,High,7.7,Active,PC,Text,28,20,29,75,Neutral,Europe,1,6016,670,Afternoon,Broadband,59.46,7.0
3059,28,Female,8.82,16.12,TikTok,Low,2.5,Passive,Smartphone,Video,26,415,54,26,Positive,Europe,13,5584,1597,Evening,WiFi,56.36,7.8
3060,16,Other,6.66,66.13,Snapchat,Low,1.3,Active,PC,Mixed,28,225,34,4,Neutral,Europe,12,147,1936,Night,Mobile Data,27.03,9.1
3061,47,Other,6.35,69.72,Facebook,Medium,2.7,Passive,Smartphone,Text,5,348,14,27,Positive,Europe,13,9340,1929,Night,Broadband,25.43,9.6
3062,30,Other,1.0,16.97,TikTok,Low,5.0,Active,Smartphone,Mixed,29,403,17,178,Neutral,Asia,11,4594,1450,Night,Mobile Data,40.71,8.8
3063,13,Other,8.51,39.49,TikTok,Medium,8.0,Active,PC,Mixed,26,386,70,25,Neutral,Asia,5,6271,757,Morning,Mobile Data,21.59,5.5
3064,55,Other,7.88,42.88,TikTok,Low,8.1,Passive,Smartphone,Video,16,92,4,40,Neutral,Asia,2,9464,372,Afternoon,Mobile Data,14.53,4.6
3065,57,Female,8.24,68.13,Instagram,Medium,8.3,Passive,PC,Text,9,71,23,89,Neutral,Europe,5,8792,1242,Morning,Mobile Data,39.49,4.7
3066,55,Female,3.3,30.45,Snapchat,Low,2.0,Active,Smartphone,Text,25,443,94,190,Neutral,Europe,3,1988,1290,Night,Broadband,18.26,7.3
3067,47,Female,9.19,68.99,Snapchat,Low,4.1,Active,Smartphone,Video,19,267,86,162,Positive,Europe,9,6380,292,Morning,Broadband,93.0,6.8
3068,27,Female,7.85,26.69,Facebook,High,6.7,Passive,Smartphone,Image,20,328,75,65,Neutral,Africa,2,8774,1617,Evening,Broadband,30.45,5.3
3069,56,Female,8.85,14.15,Instagram,High,5.2,Active,PC,Mixed,29,16,27,91,Neutral,Asia,6,2493,1971,Night,Broadband,72.36,6.2
3070,57,Other,7.54,4.82,Snapchat,Medium,6.8,Passive,Tablet,Mixed,22,481,31,129,Negative,North America,1,7157,496,Morning,Mobile Data,82.63,3.1
3071,16,Other,2.24,42.49,Facebook,Low,5.9,Active,Tablet,Mixed,13,31,47,197,Neutral,Africa,10,8701,189,Night,Mobile Data,70.7,9.3
3072,55,Other,1.46,40.92,Instagram,Medium,8.7,Passive,PC,Video,12,284,75,38,Positive,South America,9,6093,803,Morning,WiFi,88.73,5.8
3073,35,Male,6.22,36.97,TikTok,High,8.2,Passive,Smartphone,Image,16,414,2,0,Neutral,Asia,1,6069,445,Night,WiFi,84.25,4.1
3074,54,Female,0.84,8.92,Instagram,Medium,9.8,Active,Smartphone,Text,29,421,67,28,Negative,Africa,11,1940,1000,Morning,Mobile Data,75.81,6.5
3075,17,Female,1.49,15.69,Instagram,High,7.0,Active,Smartphone,Mixed,15,177,9,15,Positive,Europe,6,2022,1487,Night,Broadband,41.91,3.5
3076,57,Male,9.8,11.51,Instagram,High,1.8,Active,PC,Text,4,303,98,147,Positive,Asia,4,5216,1565,Afternoon,Broadband,73.91,8.2
3077,52,Other,6.47,32.56,Facebook,High,2.1,Active,PC,Text,26,434,68,117,Neutral,Africa,7,4607,1908,Evening,Broadband,88.46,7.6
3078,54,Female,6.42,62.8,Facebook,Medium,2.2,Passive,Smartphone,Video,1,92,56,173,Positive,South America,5,2068,1607,Afternoon,Broadband,94.59,4.5
3079,52,Male,7.77,37.28,Snapchat,Medium,1.5,Active,Smartphone,Image,2,197,85,51,Neutral,North America,7,7742,774,Afternoon,WiFi,16.0,5.7
3080,29,Female,7.71,7.66,Facebook,Medium,1.3,Active,PC,Text,19,475,87,78,Negative,South America,10,7379,1440,Afternoon,Broadband,9.47,5.6
3081,55,Male,9.21,39.58,Instagram,Low,6.6,Active,Smartphone,Video,1,23,96,148,Negative,Africa,11,1475,829,Night,WiFi,23.08,4.7
3082,16,Female,8.27,43.32,TikTok,High,3.5,Passive,Smartphone,Mixed,22,276,31,164,Neutral,Europe,3,5901,1825,Evening,Mobile Data,53.03,8.3
3083,47,Other,9.0,55.69,Instagram,Medium,7.8,Passive,PC,Text,19,223,17,77,Neutral,Asia,2,5323,357,Afternoon,Mobile Data,46.12,7.4
3084,26,Female,2.55,39.24,TikTok,Medium,2.1,Active,Tablet,Image,8,205,41,6,Positive,Africa,8,1200,593,Evening,Mobile Data,24.71,9.1
3085,38,Male,0.61,45.6,Snapchat,High,2.4,Active,PC,Video,21,475,25,168,Positive,North America,4,6398,1304,Morning,WiFi,35.41,9.3
3086,51,Female,2.0,7.62,Facebook,Low,9.1,Passive,Smartphone,Mixed,23,321,32,44,Positive,Europe,4,2610,577,Morning,Broadband,47.62,5.7
3087,24,Male,1.97,14.26,Facebook,Medium,8.5,Active,Tablet,Mixed,18,351,53,9,Positive,Europe,6,2248,441,Afternoon,Mobile Data,29.2,8.0
3088,64,Male,6.13,19.52,Snapchat,Low,9.0,Passive,Smartphone,Image,9,41,61,61,Neutral,Asia,10,9726,1076,Evening,WiFi,16.31,3.0
3089,18,Other,1.27,12.0,TikTok,Low,4.4,Active,Tablet,Mixed,24,62,4,22,Positive,North America,1,6077,277,Morning,Broadband,29.47,9.0
3090,63,Female,6.09,28.36,TikTok,Medium,1.6,Passive,PC,Mixed,15,472,91,90,Positive,South America,10,8762,432,Afternoon,Broadband,49.54,9.2
3091,41,Other,8.57,25.15,Facebook,High,9.9,Active,PC,Image,16,18,31,35,Positive,Europe,12,9890,354,Morning,WiFi,59.52,9.8
3092,35,Female,2.59,24.91,Twitter,Low,6.2,Passive,Smartphone,Mixed,21,313,2,37,Negative,Europe,2,8645,1797,Morning,Broadband,72.56,8.3
3093,52,Other,5.52,51.23,Instagram,High,6.1,Passive,Tablet,Image,20,247,6,163,Neutral,Asia,14,1645,1203,Night,WiFi,24.42,4.7
3094,22,Male,6.53,7.63,Snapchat,High,2.0,Active,PC,Image,22,296,77,29,Neutral,Africa,12,7534,88,Morning,Broadband,20.18,3.8
3095,27,Male,2.73,14.85,Twitter,Low,5.5,Active,PC,Text,18,210,78,113,Positive,Asia,3,1656,98,Afternoon,Broadband,52.37,3.6
3096,60,Female,9.47,31.58,Snapchat,Low,2.1,Passive,Tablet,Text,5,222,34,27,Positive,North America,12,3178,1664,Morning,WiFi,19.12,7.0
3097,20,Male,1.29,21.91,Twitter,High,7.0,Active,Tablet,Text,8,38,3,191,Positive,Asia,4,3014,114,Night,Mobile Data,30.26,9.3
3098,14,Other,1.84,64.42,TikTok,Medium,4.8,Active,PC,Image,12,39,93,96,Negative,South America,2,3818,1218,Evening,WiFi,80.0,4.5
3099,46,Other,1.25,3.6,Instagram,Low,2.6,Active,Tablet,Video,1,100,45,34,Negative,Africa,3,7766,734,Morning,WiFi,61.15,7.9
3100,19,Other,1.69,46.7,Instagram,Low,9.7,Passive,Tablet,Mixed,20,21,33,63,Positive,North America,3,9472,961,Morning,WiFi,29.17,7.0
3101,52,Female,6.61,30.23,TikTok,Low,5.7,Passive,Tablet,Video,3,105,43,76,Positive,Africa,5,305,483,Afternoon,Broadband,42.12,9.0
3102,32,Male,6.36,66.11,Twitter,High,9.7,Passive,Tablet,Mixed,10,368,87,145,Positive,Asia,9,102,985,Night,WiFi,54.3,9.2
3103,28,Other,8.27,8.52,Instagram,Medium,4.0,Active,PC,Image,15,453,23,190,Positive,Africa,4,3388,1204,Morning,Mobile Data,10.11,9.8
3104,62,Other,4.01,42.82,Facebook,Medium,4.2,Active,Tablet,Text,7,436,54,45,Neutral,North America,9,7750,1897,Evening,Broadband,88.39,10.0
3105,46,Other,8.53,18.05,Instagram,Low,3.1,Active,Tablet,Image,10,442,42,157,Negative,North America,9,3637,524,Afternoon,Broadband,62.04,5.2
3106,60,Other,5.61,68.04,Snapchat,High,5.2,Passive,Tablet,Mixed,14,372,17,122,Positive,Europe,4,4894,1182,Evening,Mobile Data,77.42,9.8
3107,52,Other,7.78,44.39,TikTok,Medium,1.2,Active,Smartphone,Image,4,85,12,12,Positive,Asia,4,9848,78,Night,Broadband,79.21,10.0
3108,47,Male,4.67,32.14,Snapchat,High,8.6,Active,PC,Text,18,412,99,93,Neutral,North America,5,3582,1629,Night,WiFi,28.27,8.2
3109,18,Female,0.53,26.87,TikTok,Low,9.0,Active,Smartphone,Mixed,14,444,86,181,Positive,South America,9,500,1891,Night,Broadband,40.33,8.0
3110,33,Female,8.37,29.76,Snapchat,High,1.1,Passive,Smartphone,Image,1,282,14,28,Negative,North America,2,3173,1878,Morning,Mobile Data,85.93,5.5
3111,48,Other,6.24,23.14,Instagram,Medium,2.7,Passive,PC,Video,9,147,10,89,Neutral,Africa,5,7444,1919,Night,Mobile Data,28.17,3.7
3112,51,Male,9.25,67.05,Snapchat,Medium,8.4,Passive,Smartphone,Image,14,436,70,172,Positive,South America,14,7726,325,Evening,WiFi,26.4,6.4
3113,62,Female,7.81,29.27,Snapchat,High,9.9,Active,Smartphone,Image,22,341,93,123,Neutral,Europe,7,9611,689,Evening,WiFi,79.9,9.1
3114,30,Male,2.05,40.31,Snapchat,High,4.2,Active,Tablet,Mixed,3,396,6,113,Positive,North America,7,9753,111,Afternoon,Mobile Data,20.17,9.9
3115,25,Male,8.11,63.31,Facebook,Low,8.1,Passive,Smartphone,Text,28,33,57,72,Negative,Africa,4,7544,79,Night,Broadband,46.67,4.0
3116,24,Other,3.74,65.37,Facebook,Medium,5.3,Active,Smartphone,Mixed,1,483,29,33,Neutral,Asia,9,811,1885,Morning,Mobile Data,86.73,3.0
3117,37,Male,6.0,20.46,Facebook,Medium,5.8,Active,Smartphone,Mixed,12,212,87,61,Negative,Africa,12,6203,1202,Night,WiFi,18.55,3.4
3118,44,Female,8.46,56.78,Snapchat,High,4.5,Active,Smartphone,Mixed,7,145,38,40,Negative,North America,11,6051,1210,Afternoon,Broadband,52.75,5.0
3119,35,Other,9.67,3.55,Facebook,Medium,9.6,Passive,Smartphone,Image,21,150,21,94,Negative,Europe,1,8417,922,Morning,Mobile Data,50.51,3.1
3120,58,Male,7.53,49.16,Instagram,Medium,7.8,Passive,PC,Mixed,23,170,28,192,Negative,Africa,14,3867,874,Evening,Mobile Data,66.08,6.8
3121,46,Other,2.08,6.2,Instagram,High,7.6,Active,Tablet,Video,23,331,11,10,Positive,North America,9,6116,1190,Morning,Mobile Data,76.86,4.0
3122,37,Other,6.64,12.38,Snapchat,Low,7.2,Passive,Tablet,Video,12,129,82,108,Neutral,Africa,8,6367,837,Morning,WiFi,72.64,9.3
3123,43,Female,6.44,36.33,Instagram,Low,6.5,Active,PC,Video,10,177,61,27,Positive,Europe,5,7109,1745,Night,Mobile Data,35.33,7.1
3124,36,Female,9.13,60.11,Facebook,High,2.6,Passive,Smartphone,Mixed,25,173,98,28,Positive,North America,13,4471,1222,Morning,WiFi,66.37,3.8
3125,13,Female,7.63,5.84,Instagram,Low,3.0,Active,Smartphone,Video,21,15,64,63,Negative,South America,9,9969,1853,Morning,Mobile Data,5.44,4.8
3126,36,Female,1.84,41.68,Instagram,High,5.7,Active,Tablet,Text,9,304,7,9,Negative,North America,7,2961,704,Night,Mobile Data,50.7,8.2
3127,52,Other,6.53,10.61,TikTok,Medium,1.1,Passive,Tablet,Text,26,242,11,118,Negative,Asia,14,5838,1838,Evening,Broadband,50.82,7.7
3128,58,Other,1.59,40.31,TikTok,Medium,5.2,Active,Tablet,Image,22,171,73,9,Negative,Europe,5,9161,1039,Morning,Broadband,75.09,8.6
3129,48,Male,4.8,47.74,Snapchat,Low,8.0,Active,PC,Video,28,380,15,36,Positive,Europe,12,2181,171,Night,Broadband,59.87,7.9
3130,58,Female,6.22,24.6,Snapchat,Medium,9.4,Passive,Tablet,Image,7,89,41,199,Positive,Asia,8,6749,1061,Night,Broadband,17.39,6.1
3131,21,Female,0.93,28.84,Snapchat,Low,3.3,Passive,PC,Text,11,187,34,134,Neutral,South America,8,2456,1884,Morning,WiFi,66.97,4.4
3132,54,Other,7.97,22.81,Facebook,High,1.2,Passive,Tablet,Image,4,440,20,86,Neutral,Asia,7,9749,155,Morning,Broadband,62.93,7.5
3133,55,Female,1.41,22.46,TikTok,Medium,1.5,Passive,Tablet,Mixed,26,340,42,72,Neutral,Europe,2,4563,473,Afternoon,Mobile Data,86.27,4.4
3134,27,Male,5.52,44.63,Facebook,High,4.0,Passive,PC,Mixed,28,38,69,75,Positive,North America,7,1955,1917,Morning,WiFi,49.09,4.3
3135,56,Male,3.18,36.32,Snapchat,Medium,1.4,Active,Tablet,Image,1,1,78,50,Neutral,North America,14,6735,448,Night,WiFi,62.03,3.3
3136,53,Male,7.35,26.37,TikTok,Medium,2.6,Active,Tablet,Text,4,404,37,20,Neutral,Europe,2,3820,1926,Afternoon,WiFi,51.37,7.1
3137,23,Male,6.8,31.24,TikTok,Low,8.3,Passive,PC,Image,16,265,26,89,Neutral,Europe,4,4590,1887,Afternoon,Mobile Data,44.16,9.6
3138,42,Male,2.21,36.08,Facebook,High,2.3,Passive,Smartphone,Text,2,284,53,64,Neutral,Europe,4,9045,1793,Evening,Broadband,87.44,5.2
3139,43,Other,5.96,26.2,Snapchat,High,1.4,Active,Smartphone,Mixed,17,148,48,47,Positive,Europe,11,5200,1619,Evening,Broadband,24.92,8.2
3140,50,Female,2.99,9.39,Snapchat,High,6.3,Active,Smartphone,Mixed,27,320,48,161,Negative,Europe,8,9968,1653,Evening,WiFi,58.42,3.9
3141,46,Male,1.96,51.26,Snapchat,Medium,5.7,Passive,PC,Mixed,2,9,44,17,Positive,Africa,5,2720,1591,Morning,Broadband,69.59,7.1
3142,58,Other,9.36,45.52,Snapchat,Medium,3.5,Passive,Smartphone,Text,18,146,24,114,Negative,Europe,11,8179,1386,Afternoon,Mobile Data,79.63,6.4
3143,52,Female,7.18,7.42,Snapchat,Medium,4.5,Active,Smartphone,Mixed,6,441,22,67,Neutral,Africa,8,8612,306,Night,Broadband,83.6,4.1
3144,23,Male,1.14,49.54,Twitter,Low,7.5,Passive,Tablet,Mixed,21,273,22,188,Neutral,Europe,9,2153,358,Morning,Mobile Data,52.43,4.0
3145,16,Female,8.35,65.49,Twitter,High,5.1,Active,Smartphone,Image,3,107,7,118,Neutral,South America,6,9048,137,Afternoon,Broadband,95.53,9.3
3146,26,Female,0.88,37.28,Twitter,Medium,7.8,Passive,Smartphone,Video,25,294,98,67,Positive,North America,7,8789,1292,Evening,Mobile Data,38.72,3.0
3147,58,Other,4.38,32.3,Instagram,Medium,9.1,Active,PC,Text,5,333,77,38,Neutral,Europe,7,6294,501,Afternoon,Mobile Data,31.71,9.8
3148,22,Male,9.2,49.72,TikTok,Low,6.5,Active,Smartphone,Text,6,171,21,193,Neutral,North America,13,4043,701,Afternoon,WiFi,59.59,4.0
3149,17,Male,2.61,34.7,Snapchat,High,6.4,Passive,Smartphone,Mixed,18,391,77,123,Positive,Asia,11,7504,965,Night,WiFi,13.04,4.8
3150,57,Male,7.0,62.57,Twitter,Medium,7.3,Active,PC,Mixed,25,358,5,37,Neutral,Asia,4,9675,1648,Evening,Mobile Data,94.03,9.4
3151,53,Female,4.61,40.62,Snapchat,Medium,3.1,Active,Tablet,Image,26,214,90,71,Negative,North America,7,3287,1560,Morning,Mobile Data,36.75,9.0
3152,36,Other,4.92,9.61,Twitter,Low,2.4,Passive,Smartphone,Text,2,135,51,136,Positive,Asia,8,9196,1663,Evening,Broadband,9.42,5.8
3153,30,Female,4.42,47.56,TikTok,High,1.4,Passive,PC,Text,22,114,0,190,Negative,North America,1,9890,818,Afternoon,WiFi,89.88,4.0
3154,13,Female,9.31,65.96,Snapchat,Medium,3.0,Passive,Smartphone,Image,2,336,17,63,Positive,South America,8,5222,997,Morning,Mobile Data,67.58,9.8
3155,52,Other,4.61,54.29,Facebook,Low,4.3,Passive,Smartphone,Video,16,435,98,30,Negative,Europe,6,6470,1626,Afternoon,Broadband,55.43,7.7
3156,30,Female,1.06,13.32,Instagram,Medium,4.7,Active,Tablet,Mixed,2,116,77,91,Negative,Africa,2,7898,492,Evening,Mobile Data,30.2,8.4
3157,30,Male,8.93,26.27,Twitter,Medium,6.3,Active,Tablet,Video,24,419,9,35,Negative,Asia,13,7051,1510,Afternoon,Broadband,67.54,7.9
3158,45,Female,7.85,52.26,Facebook,Medium,3.5,Active,Smartphone,Image,21,334,12,81,Positive,Asia,8,4686,1394,Night,Broadband,16.48,4.7
3159,42,Female,3.09,13.76,Instagram,Medium,6.8,Passive,Tablet,Text,19,3,34,119,Neutral,Europe,3,4022,1358,Afternoon,Mobile Data,65.44,6.0
3160,27,Other,8.52,26.33,Twitter,High,9.8,Passive,Tablet,Video,22,331,62,195,Negative,South America,5,5764,634,Morning,Broadband,64.89,6.0
3161,43,Other,6.19,8.27,Snapchat,Medium,4.1,Active,PC,Mixed,23,179,2,143,Positive,Africa,2,8812,1262,Afternoon,Broadband,94.12,4.6
3162,51,Male,0.88,12.05,Instagram,High,3.1,Passive,Smartphone,Image,28,317,31,109,Negative,Africa,14,8623,1192,Afternoon,WiFi,52.44,8.0
3163,45,Male,6.51,67.52,Twitter,Medium,4.9,Active,Tablet,Image,14,108,50,132,Negative,Europe,3,9088,1796,Morning,WiFi,38.75,7.6
3164,36,Male,1.58,46.96,Twitter,Medium,6.7,Active,PC,Image,5,367,45,187,Positive,North America,5,8402,139,Night,WiFi,66.23,7.0
3165,52,Male,8.83,69.72,TikTok,Medium,2.4,Passive,PC,Video,3,141,85,136,Positive,South America,6,292,182,Evening,WiFi,26.91,6.1
3166,13,Female,9.89,16.99,TikTok,Medium,8.6,Active,PC,Image,22,360,78,18,Positive,North America,6,3921,1707,Morning,Mobile Data,98.58,3.0
3167,50,Male,9.24,9.36,Twitter,Medium,4.3,Passive,Tablet,Mixed,2,372,20,147,Neutral,Asia,13,1101,549,Evening,WiFi,82.38,7.4
3168,15,Male,7.86,12.19,Snapchat,High,5.0,Passive,Smartphone,Mixed,20,283,41,121,Neutral,Africa,14,6925,971,Night,Mobile Data,66.23,8.2
3169,53,Other,7.71,7.05,TikTok,High,7.4,Passive,PC,Text,15,324,70,140,Neutral,Asia,3,2733,258,Morning,Broadband,78.1,4.5
3170,55,Female,8.16,37.92,TikTok,Low,6.4,Active,PC,Image,9,274,75,61,Positive,Asia,9,9579,1983,Afternoon,Mobile Data,15.18,9.8
3171,31,Other,0.74,13.34,Instagram,Low,9.8,Passive,Smartphone,Mixed,29,168,99,54,Negative,Africa,5,9184,381,Evening,WiFi,31.53,7.5
3172,13,Male,3.54,31.79,TikTok,Low,8.6,Passive,Tablet,Text,18,81,25,25,Neutral,South America,12,5806,1479,Afternoon,Mobile Data,64.05,7.2
3173,58,Other,9.69,52.09,Facebook,Medium,5.4,Passive,Tablet,Mixed,2,184,56,34,Neutral,Africa,1,9150,1484,Afternoon,Mobile Data,45.33,5.3
3174,31,Male,3.59,32.64,Twitter,High,4.7,Active,Smartphone,Text,10,57,41,61,Neutral,Asia,2,3893,1444,Night,Mobile Data,57.59,10.0
3175,43,Other,7.02,46.2,TikTok,High,4.1,Passive,Tablet,Image,3,470,84,50,Neutral,Africa,12,2637,1413,Evening,Broadband,67.23,5.6
3176,20,Female,8.43,19.08,Facebook,Low,9.6,Active,Smartphone,Text,11,14,93,136,Negative,Africa,4,8012,1861,Morning,Mobile Data,88.03,8.7
3177,19,Male,6.23,25.07,TikTok,High,6.6,Active,PC,Mixed,7,485,62,189,Positive,Asia,4,7698,1721,Evening,Broadband,76.2,8.1
3178,45,Other,6.43,63.22,Snapchat,Low,3.1,Passive,Smartphone,Text,2,408,78,122,Positive,Europe,10,2182,906,Morning,Broadband,82.93,4.4
3179,62,Female,2.51,34.6,TikTok,High,6.9,Active,Smartphone,Video,20,321,12,132,Positive,Asia,13,5321,1041,Evening,Mobile Data,95.27,4.8
3180,13,Other,8.04,23.4,TikTok,Medium,7.1,Active,Smartphone,Image,11,160,61,92,Positive,Europe,5,5943,1195,Night,WiFi,27.77,8.3
3181,55,Male,7.1,14.8,Instagram,High,7.6,Passive,PC,Video,2,171,18,0,Positive,North America,3,4322,539,Night,Broadband,68.77,3.7
3182,53,Other,7.19,31.95,TikTok,Medium,6.1,Active,Smartphone,Image,7,325,73,169,Positive,South America,11,250,1343,Morning,WiFi,68.85,4.4
3183,50,Other,5.89,32.84,Twitter,High,7.8,Passive,Tablet,Text,11,185,34,112,Negative,Africa,14,5317,651,Evening,Broadband,8.97,8.4
3184,52,Other,5.46,16.31,Snapchat,Low,3.6,Passive,Tablet,Image,9,269,24,164,Positive,Africa,13,7405,1308,Evening,Mobile Data,66.79,9.6
3185,37,Male,3.65,61.74,Snapchat,Medium,2.0,Passive,PC,Image,28,299,55,61,Negative,North America,13,6286,279,Evening,WiFi,16.33,7.5
3186,53,Other,8.12,41.36,TikTok,High,4.3,Passive,Smartphone,Image,10,247,53,48,Negative,North America,8,9752,1734,Evening,Broadband,50.3,8.9
3187,41,Other,1.95,66.15,Snapchat,Medium,4.5,Passive,Smartphone,Text,29,478,5,73,Neutral,North America,11,5082,1419,Evening,WiFi,56.87,9.1
3188,21,Other,4.28,66.93,Twitter,Medium,4.6,Passive,PC,Text,26,290,42,184,Neutral,South America,11,1932,1802,Night,Mobile Data,24.21,6.1
3189,44,Other,1.66,67.5,Snapchat,Low,2.6,Active,PC,Image,7,197,52,72,Positive,Europe,5,5728,206,Afternoon,Broadband,43.79,6.0
3190,17,Other,4.62,17.22,Instagram,High,2.8,Active,Tablet,Video,4,431,83,168,Neutral,Asia,7,4471,856,Night,Mobile Data,25.77,4.6
3191,42,Female,9.39,3.26,Facebook,Low,8.9,Passive,Tablet,Mixed,16,138,22,10,Positive,North America,8,8359,1766,Night,WiFi,68.82,9.9
3192,48,Male,4.08,32.87,Twitter,Low,1.3,Active,Tablet,Image,12,450,29,29,Neutral,Europe,6,1656,1884,Morning,WiFi,28.97,5.7
3193,48,Male,9.64,65.28,Instagram,High,2.9,Active,Tablet,Image,22,109,94,180,Positive,Africa,6,8170,805,Morning,Broadband,64.12,4.2
3194,61,Female,4.02,42.41,Twitter,High,2.4,Active,Tablet,Text,9,434,58,60,Negative,North America,11,2226,1878,Morning,WiFi,17.14,3.5
3195,43,Other,9.54,37.07,TikTok,Low,6.4,Active,Smartphone,Video,0,9,41,27,Negative,North America,9,1389,847,Afternoon,WiFi,53.49,4.9
3196,60,Male,8.12,26.76,Twitter,Low,5.7,Passive,Tablet,Video,0,183,66,53,Negative,South America,12,4762,650,Night,Broadband,10.37,8.6
3197,13,Male,9.93,22.89,TikTok,Low,5.2,Passive,PC,Image,24,170,7,42,Negative,North America,10,4866,543,Night,WiFi,77.34,9.7
3198,64,Female,2.83,41.25,Facebook,Medium,9.9,Passive,PC,Text,8,486,62,83,Negative,Africa,12,4168,1534,Evening,Mobile Data,93.36,6.1
3199,28,Male,3.49,61.01,Snapchat,High,6.1,Passive,Smartphone,Text,15,284,33,18,Negative,North America,2,3983,275,Night,WiFi,97.68,8.2
3200,20,Male,1.94,3.43,Facebook,Medium,8.8,Active,PC,Video,23,183,35,181,Negative,Europe,2,3492,384,Afternoon,Mobile Data,89.96,3.1
3201,22,Female,7.52,33.52,Instagram,High,7.4,Active,Smartphone,Text,20,0,34,33,Neutral,South America,1,9637,1928,Morning,Mobile Data,23.03,8.2
3202,37,Other,9.02,22.39,Twitter,Low,7.7,Active,Smartphone,Text,4,299,45,114,Positive,Africa,1,9844,981,Evening,WiFi,25.42,4.3
3203,64,Female,7.33,30.81,TikTok,Low,1.9,Passive,Smartphone,Video,18,443,56,85,Positive,Europe,6,5931,1618,Night,Mobile Data,52.73,7.4
3204,34,Male,6.24,5.44,Facebook,Medium,2.5,Passive,Tablet,Mixed,25,181,42,44,Negative,South America,4,8302,1270,Morning,Broadband,89.99,3.1
3205,40,Female,7.26,37.63,Twitter,Low,1.6,Active,Smartphone,Text,20,474,59,60,Negative,Africa,2,3943,1340,Afternoon,WiFi,24.48,8.6
3206,64,Female,3.52,12.72,Instagram,Low,7.5,Active,PC,Mixed,20,300,80,154,Negative,Africa,6,2269,1034,Night,Broadband,42.45,3.6
3207,24,Male,9.61,24.53,Facebook,Low,7.0,Passive,PC,Mixed,23,415,10,89,Neutral,South America,14,30,158,Morning,Broadband,8.53,7.9
3208,27,Other,5.58,47.96,Facebook,High,4.1,Passive,Tablet,Image,8,41,97,111,Neutral,South America,13,836,246,Afternoon,Broadband,78.03,3.4
3209,30,Male,0.82,29.18,Instagram,Low,9.8,Active,Smartphone,Video,11,368,87,147,Positive,Asia,9,166,1187,Afternoon,WiFi,41.71,7.6
3210,53,Female,7.4,42.31,TikTok,High,9.3,Passive,PC,Image,12,183,73,79,Neutral,North America,3,3988,1512,Afternoon,Mobile Data,47.3,4.9
3211,25,Other,9.45,16.44,TikTok,Medium,6.5,Passive,Tablet,Text,20,316,68,185,Positive,Europe,11,6414,792,Night,WiFi,53.35,8.5
3212,40,Other,0.99,46.72,Snapchat,High,5.3,Passive,PC,Text,16,86,97,84,Negative,South America,8,3862,226,Afternoon,Mobile Data,15.68,6.9
3213,57,Male,2.43,42.33,Instagram,Low,2.0,Active,Tablet,Video,17,370,24,185,Neutral,Africa,9,1191,904,Evening,Mobile Data,28.92,9.5
3214,13,Other,0.94,35.97,Instagram,Medium,5.6,Active,PC,Text,20,3,83,30,Neutral,North America,5,4200,679,Evening,Mobile Data,35.55,3.6
3215,13,Male,9.11,21.49,Twitter,High,9.1,Active,Smartphone,Text,29,175,78,71,Positive,South America,5,8014,772,Night,WiFi,6.69,3.1
